קוד פנימי,פריט,שם פריט,מחלקה,שם קבוצה,שם ספק,שם יצרן,שם צבע,מידה,שם יובש,שונות,תאריך הקמה,ת. העברה לארכיון,ת. יציאה מארכיוןמחיר מחירון 1,,יתרת מלאי,נמכר באילת לפי ת.ז,אחריות
2680,898372000434,בן חיים  גרנד רזרב,1,יין אדום יבש,בן חיים,,אדום,750,יבש,2013,12/11/2018,07/06/2020,,250,,לא,
3219,898372000489,בן חיים  Senna,1,יין אדום יבש,בן חיים,,אדום,750,יבש,2016,06/08/2021,12/07/2022,,105,,לא,
650,898372000601,בן חיים  שיראז,1,יין אדום,בן חיים,,,,,,04/11/2014,18/07/2017,,90,,לא,
648,898372000663,בן חיים  סנה,1,יין אדום,בן חיים,,,,,,04/11/2014,18/07/2017,,90,,לא,
2052,898372000755,בן חיים  רזרב  גרנד קברנה,1,יין אדום יבש,,,אדום,,יבש,2010,23/03/2016,18/07/2017,,260,,לא,
649,898372000762,בן חיים  קברנה סוביניון,1,יין אדום יבש,בן חיים,,אדום,750,יבש,2012,04/11/2014,18/07/2017,,99,,לא,
2202,898372000816,בן חיים  מרלו,1,יין אדום יבש,בן חיים,,אדום,750,יבש,2013,12/01/2017,18/07/2017,,99,,לא,
3693,900620652473,רידל  כוס שמפנייה,5,,,,,,,,14/01/2024,,,23,4,לא,
3701,967490213450,אוואן ויליאמס שחור,14,ויסקי,יורוסטנדרט,,,700,,,29/01/2024,,,110,,לא,
624,972008921503,תשבי ספישל רזרב שרדונה,1,יין לבן,תשבי,,,,,,21/09/2014,14/02/2016,,88,,לא,
3766,972900074470,מוני  M רוזה 2022,1,יין רוזה,מ. מורדכי,,רוזה,750,יבש,2022,08/04/2024,08/04/2024,08/04/2024,38,,לא,
3529,1234567890123,רביב  פורט,1,יין קינוח,אופיר רביב הנדסה בע"מ,,אדום,750,מתוק,,28/12/2022,,,160,,לא,
2685,1396439949300,הר ברכה  איש הרים קברנה סוביניון ספיישל רזרב 2014,1,יין אדום יבש,,,,,,,17/11/2018,10/02/2019,,,,לא,
3415,3012991502002,רום נגריטה,14,,הכרם,,,,,,13/06/2022,,,79,3,לא,
565,3035542004206,Cointreau 700ml,14,,,,,,,,22/05/2014,,07/05/2020,129,,לא,
2219,3049197830004,קורווזיר  קוניאק XO,14,,מ. אקרמן,,,700,,,01/03/2017,17/07/2022,,580,,לא,
3114,3103820404007,שאטו דו בריי  קלבדוס פיין,14,,,,,700,,,26/11/2020,,13/01/2025,150,3,לא,
3115,3103823904009,קלבדוס VSOP  Breuil,14,,,,,700,,,26/11/2020,06/03/2024,,170,,לא,
3854,3120581468611,ז'אן פרנסואה פרוטו  שאבלי 2023,1,יין לבן יבש,יורוסטנדרט,,לבן,750,יבש,2023,09/09/2024,,,95,,לא,
3250,3147699113776,St. James  רום כהה,14,,,,,,,,10/09/2021,22/02/2022,,95,,לא,
4009,3177380456011,קוניאק  קרוזה,14,,אספיריט,,,700,,,03/04/2025,,,250,,לא,
670,3181250060406,קלבדוס  פר מגלאור,14,,ישרקו,,,,,,09/12/2014,06/03/2024,,160,,לא,
2642,3181250067412,קלבדוס vsop,14,,,,,,,,21/09/2018,02/04/2020,,180,,לא,
4034,3182280052577,אקוסון  סיידר תפוחים רוזה 750 מ"ל,16,,ישרקו,,,750,,,12/06/2025,,,22,10,לא,
3935,3182280110826,אקוסון - סיידר יבש 750 מ"ל,16,,ישרקו,,,750,יבש,,30/12/2024,,,22,8,לא,
3936,3182280110833,אקוסון - סיידר מתוק 750 מ"ל,16,,ישרקו,,,750,מתוק,,30/12/2024,,,22,3,לא,
351,3182280242671,אקוסון תפוחים חצי יבש,16,בירה 750,,,,,,,11/02/2014,18/07/2017,,28,,לא,
1973,3214861321568,מזקקת רמת הגולן  ג'ין,14,,,,,750,,,21/01/2016,06/03/2024,,160,,לא,
1927,3234567892345,פותחן יין חשמלי,5,,,,,,,,15/11/2015,07/06/2020,,90,,לא,
2198,3252560600047,ג'ין ספרון גבריאל,14,,,,,700,,,02/01/2017,07/06/2020,,,,לא,
2917,3256931113815,מונופול  שמפנייה,1,יין לבן יבש,ישרקו,,לבן,750,יבש,NV,19/12/2019,,,210,12,כן,
372,3263285144914,ברנדי גרנדיאל,14,,החברה הסקוטית,,,,,,17/02/2014,07/06/2020,,89,,לא,
2772,3270623201017,לואי רויה VS,14,,מ. אקרמן,,,,,,27/02/2019,20/11/2024,,220,,לא,
3937,3271470762461,אותנטיק - סיידר יבש,16,,ישרקו,,,750,יבש,,30/12/2024,,,22,24,לא,
4066,3271470767220,אותנטיק - סיידר מתוק,9,,ישרקו,,,750,מתוק,,11/09/2025,,,22,15,לא,
1822,3277700005551,בוכא שחורה,14,,מ. אקרמן,,,700,,,09/06/2015,22/04/2020,,140,,לא,
2538,3277710000072,בוכא שחור 100 מ"ל,14,,,,,,,,28/03/2018,22/04/2020,,30,,לא,
771,3278480396310,קוניאק גודה VS,14,,יורוסטנדרט,,,,,,17/03/2015,,,125,5,לא,
2131,3278480396327,גודה  VSOP,14,,יורוסטנדרט,,,700,,,29/07/2016,,,230,4,לא,
3073,3278480396334,גודה XO Fine Champagne,14,,יורוסטנדרט,,,700,,,18/09/2020,,,460,1,לא,
1775,3278480442000,גודה  גסטרונום,14,,יורוסטנדרט,,,700,,,26/03/2015,,,335,2,לא,
2975,3278481003002,גודה  אנטארקטיקה,14,,יורוסטנדרט,,,700,,,02/04/2020,,,165,1,לא,
1983,3278486542087,ברנדי שוואלייה 700 מ"ל,14,,,,,700,,,28/01/2016,28/02/2019,,,,לא,
3020,3281461435106,קוניאק Moisans VSOP,3,,,,,700,,,24/06/2020,07/03/2024,,210,,לא,
3523,3281465438066,רום פסיונה,14,,,,,,,,15/12/2022,,,160,1,לא,
3522,3281465455117,ג'ינטיק ורוד,14,,,,,700,,,15/12/2022,20/11/2024,,155,,לא,
3567,3285640102940,פורניה  סנסר Fournier Sancerre,1,יין לבן יבש,אנוטקה ג.ד.ק,,לבן,750,יבש,2020,01/03/2023,16/09/2024,,135,,כן,
3358,3296311117095,Albert Bichot  Chablis,1,יין לבן יבש,,,,,,,02/03/2022,12/07/2022,,99,,לא,
669,3352370003066,פומרי  ברוט  רויאל,1,יין לבן,ישרקו,,,750,,,09/12/2014,,,240,,לא,
2164,3352379006365,פומרי  שמפניה,1,יין לבן יבש,ישרקו,,לבן,750,,,05/10/2016,,05/09/2024,230,,לא,
2157,3352379006389,פומרי סילבר,1,יין לבן יבש,ישרקו,,לבן,750,יבש,656,26/09/2016,07/11/2023,19/12/2019,190,,לא,
3789,3395328348987,ולרונה בר שוקולד - כל הסוגים,9,,תשבי,,,,,,03/05/2024,,,24,59,לא,
3819,3395328349014,ולרונה בר שוקולד דולצ'ה,9,,תשבי,,,,,,03/07/2024,28/01/2025,,24,,לא,
3903,3395328349496,ולרונה בר שוקולד ג'יווארה חלב 40 אחוז,9,,תשבי,,,,,,19/11/2024,28/01/2025,,24,,לא,
3752,3395328349625,ולרונה בר שוקולד אנדואה נואר,9,,תשבי,,,,,,20/03/2024,28/01/2025,,24,,לא,
3751,3395328349656,ולרונה בר שוקולד אוריאדו 60%,9,,תשבי,,,,,,20/03/2024,28/01/2025,,24,,לא,
3706,3395328474372,ולרונה בר שוקולד גוואנחה עם שבבי קקאו,9,,תשבי,,,,,,31/01/2024,08/01/2025,,35,,לא,
3962,3395328474396,ולרונה  שוקולד אגוזי לוז גדול,12,,,,,,,,12/02/2025,,,30,,לא,
3961,3395328474419,ולרונה  שוקולד קרמל גדול,12,,,,,,,,12/02/2025,,,30,,לא,
3707,3395328474433,ולרונה  בר שוקולד בהיבה עם שקדים,9,,תשבי,,,,,,31/01/2024,08/01/2025,,35,,לא,
3708,3395328733554,ולרונה  בר קומונטו,9,,תשבי,,,,,,31/01/2024,28/01/2025,,24,,לא,
640,3428681000961,דופוי VS,14,,אגודת הכורמים - כרמל,,,,,,30/10/2014,,,170,4,לא,
3233,3428681000978,דופוי VSOP,14,,,,,,,,20/08/2021,,,210,,לא,
2932,3460410521729,רום פלנטיישן,14,,החברה המרכזית להפצת משקאות,,,700,,,23/01/2020,07/06/2020,,150,,לא,
3139,3460410529053,רום פלנטיישן 3 סטאר,14,,,,,700,,,08/01/2021,22/02/2022,,95,,לא,
131,3515648942313,קסטל  מגנום  גרן וין 2010,1,יין אדום יבש,קסטל,,אדום,,יבש,2010,20/01/2014,12/07/2016,,600,,לא,
3874,3556761005602,דאמפט  שרדונה בורגון Dampt Freres 2023,1,יין לבן יבש,בציר ראשון,,לבן,750,יבש,2023,30/09/2024,,,100,,לא,
4020,3566761005274,שאבלי  דומיין דאמט 2023,1,יין לבן יבש,בציר ראשון,,לבן,750,יבש,2023,13/05/2025,,,110,1,לא,
3863,3566761005602,דאמפס  שרדונה בורגון,1,יין לבן יבש,בציר ראשון,,לבן,750,יבש,2022,19/09/2024,11/12/2024,,105,,לא,
3041,3566761005687,פינו נואר  Dampt Freres,1,יין אדום יבש,,,אדום,750,יבש,2017,22/07/2020,15/09/2022,,125,,לא,
3042,3566761005786,שבלי Chablis Dampt Freres,1,יין אדום יבש,,,אדום,750,יבש,2017,22/07/2020,07/11/2023,,105,,לא,
3840,3566761006141,דאמפס  רוזה בורגון,1,יין רוזה,בציר ראשון,,רוזה,750,יבש,2022,22/08/2024,,,100,,לא,
3326,3580680000332,מרקיזה דה בינה  קווה אבל 2016 Marquisat de Binet Cuvee Abel,1,יין אדום יבש,גשם הפצה,,אדום,750,יבש,2016,07/01/2022,,29/04/2025,135,7,כן,
3541,3580680000370,מרקיזה דה בינה לה פולי דאלי La Folie d'Elie,1,יין אדום יבש,גשם הפצה,,אדום,750,יבש,2018,08/02/2023,,25/11/2025,95,6,לא,
3676,3666140029478,דה פייל  רוזה The Pale Rose,1,יין רוזה,אספיריט,,רוזה,750,יבש,,01/10/2023,11/11/2024,,75,,לא,
3938,3700597302316,ניקה קופיי גריין וויסקי יפני,14,,ישרקו,,,700,,,30/12/2024,,,270,5,לא,
4112,3700597306383,ניקה NIKKA DAYS,14,ויסקי,ישרקו,,,700,,,04/12/2025,,,190,6,לא,
3924,3701201601894,לנקלו דה זיידה 2021,1,יין אדום יבש,מייזון מרסייר,,אדום,750,יבש,2021,17/12/2024,,,130,4,לא,
3033,3760060199775,Cristia  Cotes Du Rhone,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,,08/07/2020,09/02/2022,,72,,לא,
3978,3760127801061,שאטו ליידה ולנטין 2020,1,יין אדום יבש,גשם הפצה,,אדום,750,יבש,2020,02/03/2025,,,420,2,לא,
2007,3760227240098,צ'ארלי  זהב,1,יין אדום יבש,,,אדום,750,יבש,2014,25/02/2016,07/12/2016,,65,,לא,
2009,3760227240111,צ'ארלי  יהלום,1,יין אדום יבש,,,אדום,750,יבש,2014,25/02/2016,07/12/2016,,65,,לא,
2008,3760227240128,צ'ארלי  ליאור,1,יין אדום יבש,,,אדום,750,יבש,2013,25/02/2016,07/12/2016,,160,,לא,
1998,3760229760303,שאטו ריאל,1,יין אדום יבש,ש.ע.ל רובין,,אדום,750,יבש,2013,11/02/2016,01/07/2022,,155,,לא,
3577,3760262540009,נדיב  ראשית,1,יין אדום יבש,מייזון מרסייר,,אדום,750,יבש,2019,06/03/2023,07/11/2023,,90,,לא,
3286,3760262540016,נדיב  מתן,1,יין אדום יבש,,,אדום,750,יבש,2017,30/11/2021,17/07/2022,,100,,לא,
3310,3760262540023,נדיב  עליון,1,יין אדום יבש,,,אדום,750,יבש,2017,23/12/2021,07/11/2023,,155,,לא,
3930,3760348080061,דומיין לברון  פויי-פומה 2023,1,יין לבן יבש,מייזון מרסייר,,לבן,750,יבש,2023,19/12/2024,,,150,,לא,
1963,3770004112005,אקו דה רוזס קאמיל פומרול,1,יין אדום יבש,,,אדום,750,,2011,21/01/2016,07/11/2023,,550,,כן,
3552,3770004112258,קלו לאבו  ללנד דה פומרל Clos Lavaud 2019,1,יין אדום יבש,גשם הפצה,,אדום,750,יבש,2019,23/02/2023,,03/03/2025,230,2,כן,
3886,4004752280129,פידג' Feigling,3,,,,,,,,18/10/2024,,,80,3,לא,
3006,4011869035016,רומרהוף גוורצטרמינר,1,יין חצי יבש,החברה הסקוטית,,לבן,750,חצי יבש,2019,01/06/2020,11/04/2021,,40,,לא,
2673,4012632124012,כוס קוניאק Stolzle,5,כוסות אלכוהול,,,,,,,30/10/2018,15/01/2024,,25,,לא,
4079,4012632156884,שישייה STOLZLE QUATROPHIL כוס שמפנייה,5,,,,,,,,25/09/2025,,,290,2,לא,
2671,4012632165374,כוס יין  STOLZLE בורדו,5,כוסות יין,,,,,,,30/10/2018,,,22,,לא,
2370,4012632228826,כוס גראפה 105 מ"ל,5,כוסות אלכוהול,,,,,,,02/10/2017,,,20,8,לא,
4068,4012632234179,שישייה STOLZLE POWER יין אדום 517מ"ל,5,,,,,,,,16/09/2025,,,230,18,לא,
4081,4012632256959,שישייה STOLZLE EXQUISIT בורגון 650 מ"ל,5,,,,,,,,26/09/2025,,,230,4,לא,
4073,4012632269164,שישייה STOLZLE STARLIGHT 510 מ"ל,5,,,,,,,,19/09/2025,,,290,2,לא,
2581,4022025262009,בלו נאן  כשר,1,יין חצי יבש,,,,,,,12/06/2018,07/06/2020,,,,לא,
3681,4025127095100,Goldberg Ginger Ale,16,,,,,,,,27/11/2023,25/11/2024,,5,,לא,
3429,4062400115483,טקילה סיארה סילבר,14,,א.ג.ת.ד,,,,,,12/07/2022,06/03/2024,,89,,לא,
3414,4260097317986,גרינג   ריזלינג 2022,1,יין לבן יבש,גשם הפצה,,לבן,750,יבש,2022,02/06/2022,,12/05/2024,95,8,כן,
3443,4260310550138,מארז תומס הנרי טוניק,16,,הכרם,,,,,,15/08/2022,,08/10/2025,25,12,לא,
3444,4260310550152,מארז תומס הנרי  ג'ינג'ר אייל,16,,,,,,,,15/08/2022,19/02/2023,,25,,לא,
3490,4260345270605,וואן הובל  סאר ריזלינג 2015 Von Hovel Saar Riesling,1,יין לבן יבש,גשם הפצה,,,750,יבש,2015,28/10/2022,,,140,,כן,
2010,4524285022039,סאקה  בורן גולד,14,סאקה,ימה קדמה,,,,,,26/02/2016,07/06/2020,,140,,לא,
1884,4600659011059,וודקה סטליצ'ניה 1 ליטר,14,,,,,,,,17/09/2015,18/07/2017,,,,לא,
3168,4603514009277,ג'ין בריסטר,14,,א.ג.ת.ד,,,700,,,08/04/2021,,13/11/2024,105,7,לא,
3391,4710085218752,קאוולאן  חביות ברבן,14,ויסקי,,,,,,,24/04/2022,,30/05/2024,350,,לא,
3646,4710085230471,קוואלאן  סינגל מאלט Kavalan No1,14,ויסקי,JR Duty Free,,,,,,10/08/2023,,02/03/2025,220,4,לא,
3877,4710085236749,קוואלאן  סינגל מאלט Kavalan No2,14,ויסקי,,,,700,,,08/10/2024,,,235,2,לא,
2867,4750021005725,סטולי  וודקה ללא גלוטן,14,,,,,,,,18/08/2019,,04/04/2024,95,,לא,
2054,4750021201295,ריגה וודקה 500 מ"ל,14,,ישרקו,,,99999,,,31/03/2016,07/06/2020,,50,,לא,
586,4750021201349,ריגה בלאק וודקה,14,,ישרקו,,,,,,29/06/2014,07/06/2020,,75,,לא,
1918,4840709002440,ברנדי  קווינט,14,,,,,99999,,,05/11/2015,,29/01/2024,80,6,לא,
4017,4840709003119,קווינט ברנדי 3 שנים,14,,,,,,,,12/05/2025,,,90,1,לא,
4076,4860110381132,קולה מוקוזאני 2020,1,יין אדום יבש,אליסון,,אדום,750,יבש,2020,21/09/2025,,,89,12,לא,
2017,4904230031437,ניקה  בלנדד,14,ויסקי,,,,700,,,03/03/2016,25/02/2020,,225,,לא,
2021,4904230100683,ניקה  מהחבית,14,ויסקי,,,,99999,,,03/03/2016,25/02/2020,,240,,לא,
2019,4904230101451,ניקה  שחור,14,ויסקי,,,,99999,,,03/03/2016,25/02/2020,,270,,לא,
2020,4904230101468,ניקה  אדום,14,ויסקי,,,,99999,,,03/03/2016,25/02/2020,,260,,לא,
2018,4904230101475,ניקה  לבן,14,ויסקי,,,,99999,,,03/03/2016,25/02/2020,,270,,לא,
2919,4965456012815,סאקה טוקו ג'ונאמי,14,,,,,,,,23/12/2019,15/03/2021,,28,,לא,
3657,4969265773134,ויסקי  אקשי RED,14,,,,,,,,29/08/2023,,,180,,לא,
2920,4969516100139,סאקה ג'ונאמי דגינג'ו,14,,,,,,,,23/12/2019,15/03/2021,,60,,לא,
2918,4970916160708,דיוואטסורו צ'וינאמה סאקה,14,,,,,,,,23/12/2019,15/03/2021,,32,,לא,
2923,4970916260118,סאקה ניגורי  איש השלג,14,,מזרח ומערב יבוא ושיווק,,,,,,23/12/2019,07/06/2020,,24,,לא,
2042,4980573103314,Jozen  white,14,סאקה,ימה קדמה,,,,,,21/03/2016,18/09/2019,,110,,לא,
2922,4980573202109,סאקה מוגז  ג'וזן,14,,מזרח ומערב יבוא ושיווק,,,,,,23/12/2019,15/03/2021,,60,,לא,
1889,5000267023625,וויסקי בלאק לייבל,14,ויסקי,,,,,,,17/09/2015,18/07/2017,,,,לא,
2791,5000267173092,ג'וני ווקר  ווייט ווקר,14,ויסקי,החברה המרכזית להפצת משקאות,,,700,,,17/03/2019,20/05/2022,,175,,לא,
2000,5000281002552,Lagavulin 16,14,ויסקי,החברה המרכזית להפצת משקאות,,,700,,,12/02/2016,18/09/2019,,360,,לא,
1953,5000281002903,טליסקר 10,14,ויסקי,,,,700,,,27/12/2015,07/12/2022,,220,,לא,
2649,5000281005409,לאגבולין 16 שנה,14,,,,,,,,07/10/2018,25/11/2024,,,,לא,
2325,5000281018874,טליסקאר 18 שנים 700מ"ל,14,,,,,,,,04/09/2017,07/06/2020,,,,לא,
2769,5000281021621,סינגלטון 12,14,ויסקי,החברה המרכזית להפצת משקאות,,,700,,,24/02/2019,07/06/2020,,175,,לא,
4107,5000281058320,קאסאמיגוס בלנקו טקילה,14,,החברה המרכזית להפצת משקאות,,,700,,,27/11/2025,,,220,2,לא,
1887,5000299101001,וויסקי פור רוזס ילו לייבל,14,ויסקי,,,,,,,17/09/2015,18/07/2017,,,,לא,
1850,5000299226346,Glenlivet 16  - Nadurra,14,ויסקי,טמפו,,,700,,,27/08/2015,25/02/2020,,300,,לא,
741,5000299284865,Four Roses Small Batch,14,ויסקי,טמפו,,,,,,29/01/2015,07/12/2022,,170,,לא,
1895,5000299295021,וויסקי גלנליבט 15,14,ויסקי,,,,,,,24/09/2015,25/02/2020,,210,,לא,
3259,5000299607091,סקאפה סקירן,14,,,,,,,,24/09/2021,02/06/2022,,250,,לא,
630,5000329002230,ביפאיטר ג'ין,14,,טמפו,,,,,,21/10/2014,07/06/2020,,125,,לא,
2770,5010019637604,לפרוייג סלקט,14,ויסקי,מ. אקרמן,,,700,,,27/02/2019,20/11/2024,,220,,לא,
2656,5010019640277,לפרוייג 10 שנים,14,,,,,,,,07/10/2018,25/11/2024,,,,לא,
2690,5010196075091,ג'ורא - isle of jura 16,14,ויסקי,י.ד. עסקים,,,700,,,19/11/2018,07/06/2020,,290,,לא,
2997,5010296003062,ג'ין גרינאלז,14,,י.ד. עסקים,,,700,,,19/05/2020,,,100,6,לא,
2998,5010296003260,ג'ין גרינאלז פירות יער,14,,א.ג.ת.ד,,,700,,,19/05/2020,20/11/2024,,105,,לא,
4037,5010296010206,גרינאלס ג'ין מתובל בפירות יער,14,,י.ד. עסקים,,,700,,,29/07/2025,,,100,3,לא,
738,5010314302863,מקאלן דאבל קאסק 12,14,ויסקי,מ. אקרמן,,,700,,,27/01/2015,06/03/2024,12/11/2020,265,,לא,
1901,5010327000176,גלנפידיך 12,14,ויסקי,,,,700,,,09/10/2015,,14/05/2025,195,3,לא,
1948,5010327035635,גלנפידיך אוריג'ינל,14,ויסקי,,,,700,,,24/12/2015,07/06/2020,07/06/2018,470,,לא,
482,5010327105215,monkey shoulder,14,,הכרם,,,,,,13/03/2014,18/09/2019,,160,,לא,
2930,5010327305585,גלנפידיך פייר אנד קיין,14,ויסקי,,,,700,,,16/01/2020,06/03/2024,08/03/2021,190,,לא,
2868,5010327324333,גלנפידיך 14,14,ויסקי,,,,700,,,21/08/2019,06/03/2024,04/06/2023,280,,לא,
2713,5010327325132,גלנפידיך 18,14,ויסקי,,,,,,,01/01/2019,25/02/2020,,330,,לא,
1902,5010327325170,גלנפידיך 14,14,ויסקי,פיופ,,,700,,,09/10/2015,21/08/2019,,225,,לא,
2897,5010327505138,בלווני  12 דאבלווד,14,ויסקי,,,,,,,07/10/2019,07/06/2020,,245,,לא,
3486,5010327524566,Balvenie Carribean Cask,14,ויסקי,,,,,,,14/10/2022,,29/07/2025,400,,לא,
1875,5010391100703,דרמבוי Drambuie,14,,הכרם,,,700,,,09/09/2015,,30/07/2025,160,,לא,
3648,5010493025591,גלנרוטס Glenrothes - סוימת ברבן,14,,,,,700,,,10/08/2023,,,280,1,לא,
717,5010494195286,Ardbeg 10,14,,,,,750,,,01/01/2015,06/03/2024,,250,,לא,
4022,5010494220278,ארדבג יוגדייל Ardbeg Uigeadail,14,ויסקי,,,,700,,,14/05/2025,,,430,4,לא,
3077,5010494296280,ארדבג  Corryvreckan,14,ויסקי,,,,,,,09/10/2020,20/11/2024,,420,,לא,
2927,5010494506303,גלן מוריי 12,14,ויסקי,בנימינה,,,,,,06/01/2020,28/01/2024,,129,,לא,
376,5010494560282,Glenmorangie Original,14,,תימקו בירה בע"מ,,,,,,18/02/2014,25/02/2020,,200,,לא,
2090,5010494564273,גלנמורנג'י 18,14,ויסקי,,,,700,,,26/05/2016,17/07/2022,,500,,לא,
602,5010494904253,Glenmorangie Gift Pack,14,,תימקו בירה בע"מ,,,,,,06/08/2014,25/02/2020,,220,,לא,
377,5010494913385,Ardbeg 10 - Giftpack,14,,תימקו בירה בע"מ,,,,,,18/02/2014,06/03/2024,,300,,לא,
3680,5010494970395,גלנמורנג'י איקס,14,,,,,700,,,16/11/2023,06/03/2024,,145,,לא,
3940,5010494990300,גלנמורנג'י 12,14,ויסקי,גלובל ווין,,,700,,,02/01/2025,,,175,9,לא,
1952,5010496002902,באוומור,14,ויסקי,,,,700,,,25/12/2015,07/06/2020,,175,,לא,
1951,5010496003565,אוכנטושן  אמריקן אוק,14,ויסקי,הכרם,,,700,,,25/12/2015,,08/10/2025,165,12,לא,
737,5010677104005,בקרדי 8 שנים,14,,מ. אקרמן,,,700,,,27/01/2015,,13/07/2023,240,,לא,
1823,5010677180016,Bombay Sapphire East,14,,מ. אקרמן,,,700,,,09/06/2015,18/07/2017,,180,,לא,
567,5010677714006,Bombay Sapphire,14,,מ. אקרמן,,,700,,,22/05/2014,06/03/2024,,120,,לא,
3140,5010852026634,גלנגוין 10,14,ויסקי,מ. אקרמן,,,700,,,14/01/2021,06/03/2024,,200,,לא,
2326,5010852026641,גלנגויין 12 שנה,14,,,,,,,,04/09/2017,25/02/2020,,,,לא,
2691,5013967009530,200 מ"ל ג'ורא - isle of jura 16,14,ויסקי,י.ד. עסקים,,,200,,,19/11/2018,07/06/2020,,85,,לא,
3734,5013967012462,Jura  Journey,14,ויסקי,אספיריט,,,700,,,22/02/2024,,,135,,לא,
3733,5013967012547,Jura  18,14,ויסקי,אספיריט,,,700,,,22/02/2024,,,430,7,לא,
3269,5013967012868,Jura Journey 200 מ"ל,14,,,,,200,,,21/10/2021,22/02/2024,,80,,לא,
3480,5013967017849,Jura  Rum Cask Finish,14,ויסקי,י.ד. עסקים,,,,,,13/10/2022,,,165,,לא,
4019,5013967019874,ג'ורא  חביות ברבן,14,ויסקי,אספיריט,,,700,,,13/05/2025,,,160,19,לא,
554,5014201203554,WESTONS ORGANIC CIDER,16,,נורמן פרמיום,,,,,,30/04/2014,18/07/2017,,18,,לא,
563,5014201777772,WESTONS OLD ROSIE CLOUDY CIDER,16,,נורמן פרמיום,,,,,,01/05/2014,18/07/2017,,13,,לא,
551,5014201800432,WESTONS CIDER,16,,נורמן פרמיום,,,,,,30/04/2014,18/07/2017,,13,,לא,
555,5014201800494,WESTONS ORGANIC PEAR CIDER,16,,נורמן פרמיום,,,,,,30/04/2014,18/07/2017,,21,,לא,
552,5014201800814,WESTONS VINTAGE CIDER,16,,נורמן פרמיום,,,,,,30/04/2014,07/06/2020,30/04/2019,22,,לא,
553,5014201800869,WESTONS PERRY,16,,הכרם,,,500,,,30/04/2014,07/06/2020,18/07/2019,17,,לא,
2108,5014366080946,וויסקי אייל אוף ג'ורה אוריג'ין 10,14,ויסקי,,,,700,,,16/06/2016,14/03/2019,,175,,לא,
3223,5016840033219,לוך לומונד  Original,14,ויסקי,יורוסטנדרט,,,700,,,08/08/2021,,,145,20,לא,
3640,5016840155218,Lochlomond  Inchmurrin 12,14,ויסקי,,,,700,,,31/07/2023,06/03/2024,,210,,לא,
3222,5016840155300,לוך לומונד 12  Inchmoan,14,ויסקי,יורוסטנדרט,,,700,,,08/08/2021,06/03/2024,,250,,לא,
3221,5016840171218,גלן סקוטיה 15,14,ויסקי,יורוסטנדרט,,,700,,,08/08/2021,06/03/2024,,260,,לא,
3481,5016840772262,Glen Scotia 10,14,,,,,,,,13/10/2022,25/11/2024,,220,,לא,
2598,5018066070405,גלנפרקלס  הריטז',1,,,,,,,,08/07/2018,25/02/2020,,130,,לא,
672,5018481022003,טומטין - סינגל מאלט,14,ויסקי,ישרקו,,,,,,09/12/2014,,23/01/2025,140,21,לא,
2470,5018481023918,אנטיקרי וויסקי סקוטי 700מל'',14,,,,,,,,27/01/2018,07/06/2020,,,,לא,
2145,5018481100213,טומטין מארז שי,14,ויסקי,,,,700,,,15/09/2016,07/06/2020,,,,לא,
2411,5020613023680,בנרומך 10,14,ויסקי,י.ד. עסקים,,,700,,,15/11/2017,,,230,,לא,
3278,5020613067523,Gordon & Macphail - Ledaig 12,14,ויסקי,י.ד. עסקים,,,700,,,18/11/2021,06/03/2024,,260,,לא,
2906,5020613068001,בנרומך אורגני,14,ויסקי,י.ד. עסקים,,,700,,,10/11/2019,,,280,,לא,
3279,5020613072466,Gordon & Macphail - Glentauchers 2006,14,ויסקי,י.ד. עסקים,,,700,,,18/11/2021,06/03/2024,,320,,לא,
3146,5020613073821,בנרומך חוזק חבית,14,ויסקי,י.ד. עסקים,,,700,,,19/02/2021,06/03/2024,,330,,לא,
3280,5020613079151,בנרומך 21,14,ויסקי,י.ד. עסקים,,,700,,,18/11/2021,06/03/2024,,690,,לא,
3716,5020613092976,בנרומך  פיט סמוק,14,ויסקי,אספיריט,,,700,,,13/02/2024,,,230,,לא,
2865,5021349700029,טומינטול,14,ויסקי,,,,700,,,25/07/2019,07/06/2020,,320,,לא,
3125,5021349701019,טומינטול 10,14,ויסקי,א.ג.ת.ד,,,700,,,10/12/2020,,11/12/2024,200,3,לא,
3124,5021349702894,טומינטול TLATH,14,ויסקי,א.ג.ת.ד,,,700,,,10/12/2020,06/03/2024,,160,,לא,
3544,5021349705642,גלנקדם  small batch,14,ויסקי,,,,,,,17/02/2023,06/03/2024,,190,,לא,
3428,5024546376592,ויסקי  Islay Mist,14,,א.ג.ת.ד,,,700,,,12/07/2022,,,120,4,לא,
3343,5024576006001,רום אפלטון 12 שנה,14,,י.ד. עסקים,,,700,,,22/02/2022,06/03/2024,,135,,לא,
2414,5024576007008,אפלטוון רום  21,14,,,,,700,,,15/11/2017,22/04/2020,,350,,לא,
3788,5024576191103,רום אפלטון 12 Rare Blend,14,,,,,,,,03/05/2024,25/11/2024,,220,,לא,
3091,5024720500508,Ileach חוזק חבית,14,ויסקי,איסבקו - כספי,,,,,,22/10/2020,12/07/2022,,260,,לא,
3126,5024720700007,Ileach 40%,14,ויסקי,איסבקו - כספי,,,,,,10/12/2020,06/03/2024,,170,,לא,
