קוד פנימי,פריט,שם פריט,מחלקה,שם קבוצה,שם ספק,שם יצרן,שם צבע,מידה,שם יובש,שונות,תאריך הקמה,ת. העברה לארכיון,ת. יציאה מארכיוןמחיר מחירון 1,,יתרת מלאי,נמכר באילת לפי ת.ז,אחריות
2820,7290014256620,כרמל  באזז אדום,1,יין קינוח,אגודת הכורמים - כרמל,,אדום,750,מתוק,,16/04/2019,08/10/2019,,25,,לא,
1777,7290014256668,יתיר יער 2011,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,750,יבש,,29/03/2015,16/09/2019,,250,,לא,
1990,7290014256880,כרמל  ראשון ברנדי,14,,,,,,,,04/02/2016,,,900,2,לא,
3651,7290014265011,יתיר  יער 2020,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,750,יבש,2020,14/08/2023,,,320,,לא,
3560,7290014265080,יתיר  יער 2018 מגנום,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,1500,יבש,2018,23/02/2023,,,850,4,לא,
2520,7290014265295,יתיר  יער 2012 מגנום,1,יין אדום יבש,יתיר,,אדום,1500,יבש,2012,11/03/2018,30/11/2023,,720,,לא,
2297,7290014265318,יער  יתיר 2013,1,יין אדום יבש,,,,,,,04/07/2017,16/09/2019,,250,,לא,
2670,7290014265394,יתיר  יער 2013 מגנום,1,יין אדום יבש,יתיר,,אדום,1500,יבש,2013,28/10/2018,30/11/2023,,720,,לא,
2714,7290014265516,יתיר יער 2015,1,יין אדום,אגודת הכורמים - כרמל,,,,,,01/01/2019,16/09/2019,,250,,לא,
1855,7290014265653,יתיר  פטי ורדו,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,750,יבש,2016,02/09/2015,23/03/2022,16/09/2019,140,,כן,
598,7290014265813,יתיר יער 2018,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,750,יבש,2018,30/07/2014,07/11/2023,,250,,לא,
3594,7290014265929,יתיר  הר עמשא,1,יין אדום יבש,אגודת הכורמים - כרמל,,אדום,750,יבש,2020,30/03/2023,14/01/2024,16/01/2024,120,,לא,
560,7290014266001,רונן - הבירה הכהה,16,,,,,,,,01/05/2014,11/03/2018,,14,,לא,
561,7290014266018,רונן - החיטה המחוצפת,16,,,,,,,,01/05/2014,19/11/2024,,14,,לא,
562,7290014266025,רונן - הבירה המכוערת,16,,,,,,,,01/05/2014,15/03/2022,22/11/2018,14,,לא,
443,7290014266032,עמק האלה - בלונד,16,בירה 330,מבשלת שריגים,,,,,,06/03/2014,10/02/2019,,14,,לא,
615,7290014266049,עמק האלה  אירית אדמונית,16,בירה 330,מבשלת שריגים,,,,,,14/09/2014,22/02/2022,,14,,לא,
445,7290014266056,עמק האלה - חיטה בווארית,16,בירה 330,מבשלת שריגים,,,330,,,06/03/2014,22/02/2022,,14,,לא,
444,7290014266063,עמק האלה - טריפל בלגית,16,בירה 330,מבשלת שריגים,,,,,,06/03/2014,22/02/2022,,14,,לא,
2136,7290014266605,תוצרת הארץ  IPA,16,בירה 330,,,,330,,,13/09/2016,19/11/2024,,14,,לא,
2137,7290014266803,הדג הלבן  40 מעלות בצל,16,בירה 330,,,,330,,,13/09/2016,19/11/2024,,14,,לא,
685,7290014291133,דדה  מלבק ברברה,1,יין אדום,אלרן יין,,,,,,28/12/2014,04/05/2020,,99,,לא,
734,7290014305007,הדובים - בלק אאוט,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,22/01/2015,19/11/2024,,15,,לא,
735,7290014305014,הדובים - אינדירה,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,22/01/2015,12/04/2018,,15,,לא,
2562,7290014305021,הדובים - המכה הראשונה,16,בירה 330,,,,330,,,24/05/2018,21/03/2019,24/05/2018,15,,לא,
1931,7290014305038,הדובים - עוקץ,16,בירה 330,,,,330,,,19/11/2015,12/04/2018,,,,לא,
3499,7290014305045,הדובים - יונק הדבש,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,10/11/2022,19/11/2024,,15,,לא,
733,7290014305069,הדובים - הדוקטור,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,22/01/2015,12/04/2018,,14,,לא,
2150,7290014305182,הדובים  גריזלי,16,בירה 330,,,,330,,,20/09/2016,21/03/2019,20/09/2018,15,,לא,
1796,7290014305205,הדובים - אש,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,19/05/2015,12/04/2018,,15,,לא,
1848,7290014305212,הדובים - קודיאק,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,14/08/2015,12/04/2018,,15,,לא,
2561,7290014305236,הדובים - טייפון,16,בירה 330,,,,330,,,24/05/2018,21/01/2024,,15,,לא,
1797,7290014305250,הדובים - אשיבובו,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,19/05/2015,12/04/2018,,15,,לא,
736,7290014305427,הדובים - Love Ale,16,בירה 330,,,,330,,,22/01/2015,17/07/2022,,15,,לא,
1795,7290014305434,הדובים  פניקס,16,בירה 330,,,,330,,,19/05/2015,17/07/2022,,15,,לא,
1798,7290014305519,הדובים - פרדוקס,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,19/05/2015,12/04/2018,,15,,לא,
3095,7290014305526,הדובים - Mosaic,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,26/10/2020,17/07/2022,,15,,לא,
3214,7290014305557,הדובים והלוץ - ברלה,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,30/07/2021,17/07/2022,,15,,לא,
3226,7290014305564,הדובים - Vmash Citra,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,13/08/2021,17/07/2022,,15,,לא,
3213,7290014305571,הדובים - עשן לבן,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,30/07/2021,19/11/2024,,15,,לא,
3096,7290014305595,הדובים - פדינגטון,16,בירה 330,פרוטרי שיווק בע"מ,,,330,,,26/10/2020,19/11/2024,,15,,לא,
1849,7290014305601,הדובים - מרה שחורה,16,בירה 330,,,,330,,,14/08/2015,19/11/2024,,15,,לא,
1923,7290014305618,הדובים - סאברו,16,בירה 330,,,,330,,,12/11/2015,19/11/2024,,15,,לא,
3405,7290014305625,הדובים - VMASH צ'ינוק,16,בירה 330,יגתו - מלכיאל הדרי,,,330,,,20/05/2022,29/02/2024,,15,,לא,
3404,7290014305649,הדובים - טריטיקום,16,בירה 330,,,,330,,,20/05/2022,19/11/2024,,15,,לא,
3456,7290014305656,הדובים - ערביקה,16,בירה 330,,,,330,,,13/09/2022,19/11/2024,,15,,לא,
664,7290014350021,שמרלינג ליקר תפוז,3,,צ. צור סוכנויות,,,,,,07/12/2014,17/07/2022,,135,,לא,
3746,7290014440104,מדבר 22  שרדונה 2024,1,יין לבן יבש,ישרקו,,לבן,750,יבש,2024,11/03/2024,,,40,59,כן,
3334,7290014440166,מדבר  סירה גרנאש 2020,1,יין אדום יבש,מדבר,,אדום,750,יבש,2020,11/02/2022,16/09/2024,02/01/2024,120,,כן,
3272,7290014440197,מדבר  גרנאש,1,יין אדום יבש,מדבר,,אדום,750,יבש,2020,28/10/2021,12/08/2025,,125,,כן,
3524,7290014440203,מדבר  דרומי אדום,1,יין אדום יבש,מדבר,,אדום,750,יבש,2020,19/12/2022,16/09/2024,,85,,כן,
3212,7290014440210,מדבר  רוזה,1,יין לבן יבש,מדבר,,לבן,750,יבש,2020,29/07/2021,02/02/2022,,85,,כן,
3504,7290014440289,מדבר  קברנה פרנק סירה 2021,1,יין אדום יבש,מדבר,,אדום,750,יבש,2021,13/11/2022,30/11/2023,,100,,כן,
3211,7290014440401,מדבר  דרומי לבן 2021,1,יין לבן יבש,מדבר,,לבן,750,יבש,2021,29/07/2021,16/09/2024,17/03/2024,85,,כן,
3939,7290014440432,מדבר 22  רוזה 2023,1,יין רוזה,ישרקו,,רוזה,750,יבש,2023,02/01/2025,12/08/2025,,39,,כן,
2063,7290014440449,מדבר  שנין בלאן,1,יין לבן יבש,מדבר,,לבן,750,יבש,2014,14/04/2016,25/02/2020,,105,,לא,
2064,7290014440456,מדבר  סירה,1,יין אדום יבש,מדבר,,אדום,750,יבש,2014,14/04/2016,25/02/2020,,85,,לא,
3436,7290014440548,מדבר 22  קברנה פרנק,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2021,04/08/2022,09/06/2023,,40,,כן,
3197,7290014440647,מדבר  פינו נואר 2021,1,יין אדום יבש,מדבר,,אדום,750,יבש,2021,17/06/2021,16/09/2024,,120,,כן,
3325,7290014440708,מדבר  סוביניון בלאן 2022,1,יין לבן יבש,מדבר,,לבן,750,יבש,2022,06/01/2022,16/09/2024,,90,,כן,
2430,7290014440807,מדבר  קברנה סוביניון,1,יין אדום יבש,,,אדום,750,יבש,2016,21/12/2017,07/07/2019,,75,,לא,
3437,7290014440845,מדבר 22  קברנה סוביניון 2023,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2023,04/08/2022,12/08/2025,,40,,כן,
2429,7290014440869,מדבר  פינו נואר 19,1,יין אדום יבש,,,אדום,750,יבש,2019,21/12/2017,09/02/2022,17/06/2021,90,,לא,
3232,7290014440876,מדבר  ויונייה,1,יין לבן יבש,מדבר,,לבן,750,יבש,2019,20/08/2021,09/06/2023,,90,,לא,
3271,7290014440913,מדבר 22  קברנה פרנק 2024,1,יין אדום יבש,ישרקו,,אדום,750,יבש,2024,24/10/2021,,11/03/2024,40,66,כן,
2458,7290014466036,ירדן  מרלו מגנום עברית 10,1,יין אדום יבש,,,,,,,23/01/2018,12/07/2022,,,,לא,
1945,7290014466210,גמלא  השמורה  סירה,1,,,,,750,,,17/12/2015,04/04/2019,,55,,לא,
293,7290014466241,רמת הגולן  בלנד השמורה 2010,1,יין אדום יבש,רמת הגולן,,,,,,20/01/2014,08/02/2019,,59,,לא,
476,7290014466258,השמורה  בלנד 375 מ"ל,1,יין אדום,רמת הגולן,,,,,,13/03/2014,02/02/2022,,30,,לא,
2433,7290014466357,ירדן  קברנה סוביניון 11 מגנום,1,יין אדום יבש,,,,,,,24/12/2017,07/07/2019,,,,לא,
660,7290014466388,ירדן  קברנה אלרום 2011,1,יין אדום,רמת הגולן,,,,,,06/12/2014,25/02/2020,,220,,לא,
2352,7290014466401,ירדן  מרלו אודם עברית 14 אר' אישית (6),1,יין אדום יבש,,,,,,,02/10/2017,26/02/2019,,,,לא,
603,7290014466449,ירדן  מלבק,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2013,17/08/2014,25/02/2020,,139,,לא,
2196,7290014466463,הר חרמון  מוסקטו,1,יין קינוח,,,לבן,750,מתוק,2016,30/12/2016,14/09/2020,,39,,לא,
558,7290014466470,ירדן  ברוט רוזה 2019,1,יין רוזה,היכל היין שקד גולן,,רוזה,750,יבש,2019,01/05/2014,,13/10/2024,160,2,כן,
772,7290014466487,גמלא  רוזה,1,יין רוזה,רמת הגולן,,רוזה,750,יבש,,19/03/2015,04/04/2019,,60,,לא,
259,7290014466593,רמת הגולן  השמורה  טמפרניו,1,יין אדום יבש,רמת הגולן,,אדום,750,יבש,2012,20/01/2014,08/02/2019,,80,,לא,
2055,7290014466609,גמלא  מרלו,1,יין אדום יבש,,,אדום,750,יבש,2012,31/03/2016,04/04/2019,,57,,לא,
485,7290014466654,ירדן  קברנה סוביניון,1,יין אדום יבש,רמת הגולן,,אדום,750,יבש,2012,24/03/2014,10/02/2019,,120,,לא,
2752,7290014466661,ירדן  קברנה סוביניון 13 מגנום,1,יין אדום יבש,,,,,,,10/02/2019,12/07/2022,,380,,לא,
1921,7290014466692,ירדן  פטי ורדו,1,יין אדום יבש,,,אדום,750,יבש,2014,05/11/2015,07/07/2019,,135,,לא,
2109,7290014466784,ירדן  קצרין 2012,1,יין אדום יבש,רמת הגולן,,אדום,750,יבש,2012,06/07/2016,07/01/2022,,600,,לא,
2969,7290014466807,ירדן T בריבוע 2021,1,יין אדום,,,,500,,2021,17/03/2020,,11/09/2025,120,2,לא,
2307,7290014466968,ירדן מלבק 13 עברית,1,,,,,,,,19/07/2017,25/02/2020,,,,לא,
1801,7290014501164,גליל  בלאן דה נואר אירופה 2021,1,יין לבן יבש,היכל היין שקד גולן,,לבן,750,יבש,2021,20/05/2015,08/11/2023,26/07/2023,80,,לא,
2727,7290014501201,הרי גליל  אור גרנאש 2019,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2019,15/01/2019,16/09/2024,,80,,כן,
3397,7290014501218,הרי גליל  יין חברים 2020,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2020,04/05/2022,30/11/2023,,80,,כן,
2705,7290014501225,הרי גליל  בלנד אדום,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2017,25/12/2018,25/02/2020,,38,,לא,
2749,7290014501232,הרי גליל  בר לבן 2023,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2023,06/02/2019,16/09/2024,08/03/2024,38,,כן,
2355,7290014501256,יראון  14 עברית,1,יין אדום יבש,,,,,,,02/10/2017,12/07/2022,,,,לא,
2354,7290014501263,מירון 14 עברית,1,,,,,,,,02/10/2017,16/09/2024,,,,לא,
2143,7290014501317,הרי גליל  כרם יפתח,1,יין אדום יבש,מזקקת רמת הגולן,,אדום,750,יבש,2018,14/09/2016,07/11/2023,,190,,כן,
2873,7290014501324,הרי גליל  כרם הסלע סירה 2018,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2018,03/09/2019,,,230,,לא,
2614,7290014501331,גליל  גוורצטרמיינר 2017,1,יין חצי יבש,,,,,,,12/08/2018,04/11/2021,,,,לא,
2550,7290014501348,גליל  מארז מגירה אלון ואלה + זוג כוסות,1,יין אדום יבש,,,,,,,29/04/2018,30/10/2018,,,,לא,
2746,7290014501409,הרי גליל  כרם המעיין,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2016,06/02/2019,07/11/2023,,185,,לא,
3833,7290014501416,הרי גליל  יין הכורמים 2021,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2021,25/07/2024,,,250,,לא,
2819,7290014501492,הרי גליל  אביב לבן,1,יין לבן יבש,היכל היין שקד גולן,,לבן,750,יבש,2021,14/04/2019,30/11/2023,15/03/2022,58,,כן,
3105,7290014501546,הרי גליל  כרם הצוק סירה,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2017,12/11/2020,,13/11/2023,190,,לא,
3329,7290014501928,הרי גליל  אביב רוזה,1,יין רוזה,היכל היין שקד גולן,,רוזה,750,יבש,2021,03/02/2022,30/11/2023,,59,,כן,
3182,7290014501935,הרי גליל  אלון לבן 2024,1,יין לבן יבש,היכל היין שקד גולן,,לבן,750,יבש,2024,05/05/2021,,14/09/2025,65,15,כן,
3262,7290014501966,הרי גליל  אור פטי ורדו 2022,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2022,27/09/2021,25/11/2024,,75,,כן,
3366,7290014501973,הרי גליל  סירה,1,יין אדום יבש,היכל היין שקד גולן,,אדום,750,יבש,2019,13/03/2022,02/07/2023,,75,,כן,
295,7290014503007,דלתון  סינגל וינירד שיראז,1,יין אדום יבש,דלתון,,,,,,20/01/2014,14/02/2019,,142,,לא,
2826,7290014503151,דלתון  פינו גרי,1,יין לבן,הכרם,,,,,,18/04/2019,20/02/2020,,60,,לא,
757,7290014503328,דלתון  עלמה SGM,1,יין אדום יבש,דלתון,,אדום,750,יבש,,26/02/2015,14/02/2019,,86,,לא,
3058,7290014503656,דלתון  פטי סירה 2021,1,יין אדום יבש,הכרם,,אדום,750,יבש,2021,03/09/2020,11/11/2024,04/04/2024,66,,כן,
2533,7290014503687,דלתון  פומה בלאן,1,יין לבן יבש,הכרם,,לבן,750,יבש,2017,26/03/2018,02/02/2022,,60,,לא,
100,7290014503922,דלתון  רזרב שיראז,1,יין אדום יבש,הכרם,,אדום,750,יבש,2014,20/01/2014,14/02/2019,,115,,לא,
2848,7290014593091,אהרונוף  מרלו רזרב,1,יין אדום יבש,,,אדום,750,יבש,2013,04/06/2019,02/02/2022,,130,,לא,
3069,7290014593107,אהרונוף  קברנה סוביניון,1,יין אדום יבש,אהרונוף,,אדום,750,יבש,2014,11/09/2020,02/02/2022,,100,,לא,
2779,7290014710207,שיכר פסיפלורה 200 מ"ל,3,,שי פישביין - איש הפסיפלורה,,,200,,,03/03/2019,17/07/2022,,42,,לא,
436,7290014710504,שיכר פסיפלורה 500 מ"ל,3,,שי פישביין - איש הפסיפלורה,,,99999,,,04/03/2014,,,80,,לא,
3776,7290014710559,פלורי,3,,שי פישביין - איש הפסיפלורה,,,500,,,11/04/2024,,,120,,לא,
2816,7290014717480,פלטר  ג'ין,14,,אבי בן,,,700,,,11/04/2019,06/03/2024,,165,,לא,
2035,7290014717527,פלטר  תמרים מג'הול,14,,,,,700,,,17/03/2016,19/03/2019,,180,,לא,
3464,7290014717961,מטר  בלאן דה נואר,1,יין לבן יבש,אבי בן,,לבן,750,יבש,2020,19/09/2022,30/11/2023,,199,,לא,
4083,7290014719323,פסגות פינו נואר 2024,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2024,30/09/2025,,,95,21,לא,
2935,7290014719699,פסגות  מגנום קברנה,1,יין אדום יבש,צ. צור סוכנויות,,אדום,1500,יבש,2017,31/01/2020,30/11/2023,,200,,לא,
498,7290014719804,פסגות  קברנה פרנק,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2017,01/04/2014,25/02/2020,,95,,לא,
2437,7290014719811,פסגות  סיני (לא מבושל) 2022,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2022,27/12/2017,11/11/2024,27/05/2024,75,,כן,
296,7290014719828,פסגות  קברנה סוביניון M,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,,20/01/2014,16/09/2024,,89,,לא,
2253,7290014719866,פסגות  לבנה 2022,1,יין לבן יבש,צ. צור סוכנויות,,לבן,750,יבש,2022,30/04/2017,16/09/2024,27/09/2023,95,,לא,
2244,7290014719873,פסגות  רוזה,1,יין רוזה,צ. צור סוכנויות,,רוזה,750,יבש,2016,04/04/2017,18/03/2021,,60,,לא,
2584,7290014719910,פסגות  פיק פיסגה,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2017,17/06/2018,27/11/2022,20/11/2020,145,,לא,
2706,7290014719941,פסגות  7 אדום,1,יין אדום יבש,צ. צור סוכנויות,,אדום,750,יבש,2015,26/12/2018,25/02/2020,,55,,לא,
298,7290014908000,אסתר  בלנד לבן,1,יין לבן יבש,שיי"ן שיווק,,,,,,20/01/2014,02/02/2022,,75,,לא,
3780,7290014910461,ערק יודה,14,,יורוסטנדרט,,,700,,,16/04/2024,20/11/2024,,75,,לא,
1825,7290015049009,מוסקו - אייל בהירה,16,בירה 330,גראפס,,,330,,,11/06/2015,19/11/2024,,14,,לא,
1826,7290015049016,מוסקו - אייל אדומה,16,בירה 330,גראפס,,,330,,,11/06/2015,19/11/2024,,14,,לא,
3056,7290015049047,מוסקו - מעושנת,16,בירה 330,גראפס,,,330,,,21/08/2020,19/11/2024,,14,,לא,
3192,7290015049061,מוסקו - IPA,16,בירה 330,,,,330,,,04/06/2021,19/11/2024,,15,,לא,
609,7290015125024,מרשה  נחל גוברין,1,יין אדום,אלרן יין,,,,,,07/09/2014,02/02/2022,,99,,לא,
1857,7290015125079,מרשה  שנין בלאן,1,יין לבן,,,,750,יבש,2014,03/09/2015,02/02/2022,,80,,לא,
2341,7290015125130,מרשה  בורגין,1,יין אדום יבש,,,אדום,750,יבש,2014,08/09/2017,02/02/2022,,90,,לא,
1965,7290015137003,ירושלים  פרמיום קברנה סוביניון 2024,1,יין אדום יבש,ירושלים,,אדום,750,יבש,2024,21/01/2016,,12/05/2023,59,38,כן,
